,road,id,model_type,name,lat,lon,length,condition,bridge_length
5532,N5,1005532,link,,25.7891663,88.9109722,242.00000000001864,,
5533,N5,1005533,link,,25.7969719,88.9053889,1000.0,,
5534,N5,1005534,link,,25.8031389,88.9003056,866.9999999999618,,
5535,N5,1005535,link,,25.8039444,88.899333,143.0000000000291,,
5536,N5,1005536,link,,25.8061111,88.8966386,359.9999999999568,,
5537,N5,1005537,link,,25.807,88.895083,195.00000000005002,,
5538,N5,1005538,link,,25.807,88.8949719,10.999999999967258,,
5539,N5,1005539,link,,25.8070556,88.8910552,394.00000000000546,,
5540,N5,1005540,intersection,,25.8065278,88.8861386,497.99999999999045,,
5541,N5,1005541,link,,25.8057222,88.8828604,341.99999999998454,,
5542,N5,1005542,link,,25.804,88.8813604,285.000000000025,,
5543,N5,1005543,bridge,,25.8029167,88.8811104,112.00000000002319,A,2.7
5544,N5,1005544,link,,25.7957497,88.8794438,837.9999999999654,,
5545,N5,1005545,link,,25.786583,88.8790549,1030.0000000000296,,
5546,N5,1005546,bridge,,25.7828327,88.879166,430.0000000000068,A,7.1
5547,N5,1005547,bridge,,25.7744438,88.8773327,967.9999999999609,A,7.1
5548,N5,1005548,link,,25.7739993,88.8769716,66.00000000003092,,
5549,N5,1005549,link,,25.773916,88.8768882,15.99999999996271,,
5550,N5,1005550,intersection,,25.7732493,88.8760827,88.00000000002228,,
5551,N5,1005551,link,,25.7729993,88.8754993,67.00000000000728,,
5552,N5,1005552,link,,25.7716104,88.8696104,644.9999999999818,,
5553,N5,1005553,link,,25.7712493,88.867166,199.99999999998863,,
5554,N5,1005554,bridge,,25.7698604,88.8571389,1040.0000000000205,A,10.75
5555,N5,1005555,link,,25.7697771,88.8563889,69.99999999999318,,
5556,N5,1005556,bridge,,25.7689716,88.8499441,660.000000000025,A,60.1
5557,N5,1005557,bridge,,25.7688882,88.8496663,100.99999999999909,A,60.1
5558,N5,1005558,link,,25.7687771,88.8487497,16.999999999995907,,
5559,N5,1005559,bridge,,25.7683882,88.8466386,211.9999999999891,A,60.1
5560,N5,1005560,link,,25.7683604,88.8465552,9.999999999990905,,
5561,N5,1005561,bridge,,25.7677771,88.8438052,310.0000000000023,A,3.5
5562,N5,1005562,link,,25.7665556,88.8368886,689.9999999999977,,
5563,N5,1005563,link,,25.7665556,88.8332771,364.00000000003274,,
5564,N5,1005564,link,,25.7666111,88.8327493,54.99999999994998,,
5565,N5,1005565,link,,25.7672771,88.8266938,581.0000000000173,,
5566,N5,1005566,bridge,,25.7671938,88.825666,162.00000000003456,A,12.25
5567,N5,1005567,bridge,,25.7678882,88.8205827,477.9999999999518,A,12.25
5568,N5,1005568,link,,25.7684438,88.8170549,360.00000000001364,,
5569,N5,1005569,bridge,,25.7692216,88.8112222,600.0000000000227,C,1.65
5570,N5,1005570,link,,25.7692216,88.8110556,17.99999999997226,,
5571,N5,1005571,link,,25.7698604,88.8070556,382.000000000005,,
5572,N5,1005572,bridge,,25.7707216,88.8031111,439.9999999999977,A,53.55
5573,N5,1005573,bridge,,25.7714993,88.80075,245.00000000000455,A,53.55
5574,N5,1005574,bridge,,25.7719716,88.7995274,131.00000000002865,A,53.55
5575,N5,1005575,link,,25.772416,88.7979441,183.99999999996908,,
5576,N5,1005576,bridge,,25.7735271,88.7938052,439.9999999999977,C,1.7
5577,N5,1005577,link,,25.7736382,88.7932497,55.00000000000682,,
5578,N5,1005578,bridge,,25.7737771,88.7911108,227.0000000000323,A,3.5
5579,N5,1005579,link,,25.7740271,88.7879441,277.99999999996317,,
5580,N5,1005580,intersection,,25.774416,88.7844441,360.00000000001364,,
5581,N5,1005581,link,,25.773916,88.7782493,629.9999999999955,,
5582,N5,1005582,bridge,,25.773166,88.773416,526.9999999999868,A,6.5
5583,N5,1005583,bridge,,25.7730271,88.769916,326.9999999999982,A,3.05
5584,N5,1005584,link,,25.7730549,88.7698327,9.999999999990905,,
5585,N5,1005585,link,,25.7733604,88.7682216,136.0000000000241,,
5586,N5,1005586,bridge,,25.7737216,88.7653889,346.99999999998,A,55.0
5587,N5,1005587,link,,25.7737216,88.7652222,21.000000000015007,,
5588,N5,1005588,bridge,,25.774166,88.7622778,300.00000000001137,A,6.7
5589,N5,1005589,bridge,,25.7742771,88.7615,21.99999999999136,A,55.0
5590,N5,1005590,link,,25.7739993,88.7587778,310.0000000000023,,
5591,N5,1005591,bridge,,25.7736938,88.7570278,187.00000000001182,A,3.65
5592,N5,1005592,bridge,,25.7734438,88.7523611,452.99999999997453,A,3.65
5593,N5,1005593,bridge,,25.7733604,88.7491663,336.00000000001273,A,3.65
5594,N5,1005594,link,,25.7734993,88.7483608,74.00000000001228,,
5595,N5,1005595,bridge,,25.7724716,88.7402497,939.9999999999977,B,3.55
5596,N5,1005596,link,,25.772791,88.73991635,29.999999999972715,,
5597,N5,1005597,link,,25.7731104,88.739583,30.00000000002956,,
5598,N5,1005598,bridge,,25.7742771,88.7347219,610.0000000000136,A,13.08
5599,N5,1005599,bridge,,25.7719438,88.7326938,341.99999999998454,A,13.08
5600,N5,1005600,link,,25.771416,88.7322216,48.00000000000182,,
5601,N5,1005601,bridge,,25.7701104,88.7312216,189.99999999999773,C,2.7
5602,N5,1005602,link,,25.7641389,88.7282216,750.0,,
5603,N5,1005603,bridge,,25.7583611,88.722916,849.9999999999659,A,54.39
5604,N5,1005604,link,,25.7583056,88.7228604,12.000000000000455,,
5605,N5,1005605,link,,25.75725,88.7209438,138.00000000003365,,
5606,N5,1005606,bridge,,25.7534444,88.7136667,889.9999999999864,A,3.5
5607,N5,1005607,bridge,,25.7534167,88.7136667,19.99999999998181,A,246.4
5608,N5,1005608,link,,25.7531667,88.7128333,70.00000000005002,,
5609,N5,1005609,link,,25.7526944,88.7049167,821.9999999999459,,
5610,N5,1005610,link,,25.75275,88.7041667,1.0000000000331966,,
5611,N5,1005611,link,,25.7528889,88.7030278,177.00000000002092,,
5612,N5,1005612,link,,25.7536944,88.6931941,1000.0,,
5613,N5,1005613,bridge,,25.7540833,88.6889997,420.99999999999227,A,10.1
5614,N5,1005614,link,,25.7540833,88.6889441,12.000000000000455,,
5615,N5,1005615,link,,25.7550556,88.6830549,567.0000000000073,,
5616,N5,1005616,bridge,,25.7554722,88.6803604,309.99999999994543,A,43.55
5617,N5,1005617,link,,25.7565,88.6738049,670.0000000000159,,
5618,N5,1005618,link,,25.7570833,88.6737216,20.000000000038654,,
5619,N5,1005619,link,,25.7659444,88.6737216,1000.0,,
5620,N5,1005620,link,,25.7735549,88.6723604,949.9999999999886,,
5621,N5,1005621,bridge,,25.779166,88.6738604,649.9999999999773,A,6.72
5622,N5,1005622,link,,25.7833049,88.6746938,350.00000000002274,,
5623,N5,1005623,link,,25.7874719,88.6762216,584.0000000000032,,
5624,N5,1005624,link,,25.7877219,88.6763049,31.999999999982265,,
5625,N5,1005625,link,,25.7911663,88.6777216,413.99999999998727,,
5626,N5,1005626,link,,25.7977774,88.6775549,770.0000000000387,,
5627,N5,1005627,link,,25.8001111,88.6770827,229.99999999996135,,
5628,N5,1005628,link,,25.8089444,88.6762216,1000.0,,
5629,N5,1005629,bridge,,25.8138056,88.6747493,621.0000000000377,A,25.43
5630,N5,1005630,link,,25.8141389,88.6738882,92.99999999996089,,
5631,N5,1005631,link,,25.8153889,88.6708882,286.00000000000136,,
5632,N5,1005632,bridge,,25.8155,88.6706104,79.99999999998408,A,6.5
5633,N5,1005633,link,,25.8209716,88.6644444,930.0000000000068,,
5634,N5,1005634,link,,25.8296382,88.6615833,1000.0,,
5635,N5,1005635,bridge,,25.8346386,88.6611111,971.0000000000036,A,93.06
5636,N5,1005636,link,,25.838333,88.6596944,49.000000000035016,,
5637,N5,1005637,link,,25.846333,88.6556111,1000.0,,
5638,N5,1005638,intersection,,25.7565556,88.6736938,939.9999999999977,,
5639,N5,1005639,link,,25.8566111,88.6551111,149.99999999997726,,
5640,N5,1005640,intersection,,25.8608056,88.6549167,461.9999999999891,,
5641,N5,1005641,intersection,,25.8623333,88.6543333,177.99999999999727,,
5642,N5,1005642,link,,25.864,88.6513333,360.00000000001364,,
5643,N5,1005643,link,,25.8656667,88.6477774,410.000000000025,,
5644,N5,1005644,link,,25.8659722,88.6466386,89.99999999997499,,
5645,N5,1005645,link,,25.8685827,88.6445274,389.99999999998636,,
5646,N5,1005646,link,,25.875666,88.6386663,1000.0,,
5647,N5,1005647,link,,25.8820827,88.6317771,1020.0000000000387,,
5648,N5,1005648,link,,25.888083,88.6238049,1000.0,,
5649,N5,1005649,link,,25.8940552,88.6167771,990.0000000000091,,
5650,N5,1005650,link,,25.896083,88.6144167,346.99999999998,,
5651,N5,1005651,link,,25.8999719,88.6097222,653.00000000002,,
5652,N5,1005652,link,,25.9043056,88.6012222,1019.9999999999818,,
5653,N5,1005653,link,,25.9046667,88.5989163,235.00000000001364,,
5654,N5,1005654,link,,25.9065,88.5914719,764.9999999999864,,
5655,N5,1005655,bridge,,25.9076389,88.5877774,409.99999999996817,A,3.4
5656,N5,1005656,bridge,,25.9081944,88.5828604,508.0000000000382,A,3.4
5657,N5,1005657,link,,25.9082222,88.5817493,106.9999999999709,,
5658,N5,1005658,link,,25.9083611,88.5797493,201.00000000002183,,
5659,N5,1005659,link,,25.9083611,88.5796382,12.999999999976808,,
5660,N5,1005660,link,,25.9104167,88.5720549,786.0000000000014,,
5661,N5,1005661,bridge,,25.911,88.5649444,754.0000000000191,A,2.35
5662,N5,1005662,link,,25.9109167,88.5645278,46.99999999996862,,
5663,N5,1005663,link,,25.9104167,88.5624444,199.00000000001228,,
5664,N5,1005664,link,,25.9151667,88.5565833,1000.0,,
5665,N5,1005665,bridge,,25.9202493,88.5558333,590.0000000000318,A,11.1
5666,N5,1005666,link,,25.9239993,88.5544444,449.99999999998863,,
5667,N5,1005667,bridge,,25.9313882,88.5505556,921.9999999999686,A,41.08
5668,N5,1005668,link,,25.9314716,88.5505,10.000000000047748,,
5669,N5,1005669,link,,25.9321382,88.5501389,67.99999999998363,,
5670,N5,1005670,link,,25.9399441,88.5454997,1000.0,,
5671,N5,1005671,bridge,,25.9474441,88.5414997,949.9999999999886,A,2.32
5672,N5,1005672,link,,25.9479163,88.541083,50.00000000001137,,
5673,N5,1005673,link,,25.95175,88.5371386,599.9999999999659,,
5674,N5,1005674,bridge,,25.9546389,88.534833,390.0000000000432,A,9.82
5675,N5,1005675,link,,25.9547222,88.5346386,19.99999999998181,,
5676,N5,1005676,link,,25.9611389,88.5274993,1000.0,,
5677,N5,1005677,link,,25.9671938,88.5204438,1000.0,,
5678,N5,1005678,link,,25.974416,88.5145,1000.0,,
5679,N5,1005679,link,,25.9749993,88.5138611,129.99999999999545,,
5680,N5,1005680,link,,25.9786104,88.5098056,569.9999999999932,,
5681,N5,1005681,link,,25.980916,88.5075833,330.0000000000409,,
5682,N5,1005682,bridge,,25.9835274,88.5052778,314.9999999999977,A,6.55
5683,N5,1005683,link,,25.9882774,88.50075,685.0000000000023,,
5684,N5,1005684,link,,25.995083,88.4951663,1079.999999999984,,
5685,N5,1005685,link,,26.0026111,88.4896663,1000.0,,
5686,N5,1005686,bridge,,26.0063889,88.4858052,594.9999999999704,A,4.45
5687,N5,1005687,link,,26.0090556,88.4828049,405.00000000002956,,
5688,N5,1005688,link,,26.0136111,88.4777771,729.9999999999613,,
5689,N5,1005689,link,,26.0150833,88.4751938,270.00000000003865,,
5690,N5,1005690,link,,26.0196938,88.4689716,1000.0,,
5691,N5,1005691,bridge,,26.0197493,88.4689993,9.999999999990905,B,3.5
5692,N5,1005692,link,,26.0199993,88.4692771,38.000000000010914,,
5693,N5,1005693,link,,26.0262216,88.4759716,951.9999999999982,,
5694,N5,1005694,bridge,,26.0280271,88.4777493,289.9999999999636,C,2.35
5695,N5,1005695,intersection,,26.0286382,88.4784438,80.00000000004093,,
5696,N5,1005696,link,,26.0329716,88.4828049,629.9999999999955,,
5697,N5,1005697,link,,26.0387497,88.4906386,1000.0,,
5698,N5,1005698,link,,26.0397497,88.4919997,192.00000000000728,,
5699,N5,1005699,link,,26.0441941,88.4983052,807.9999999999927,,
5700,N5,1005700,link,,26.0516667,88.5039167,1000.0,,
5701,N5,1005701,bridge,,26.0564167,88.5073333,654.9999999999727,A,1.87
5702,N5,1005702,link,,26.05925,88.5088333,350.00000000002274,,
5703,N5,1005703,link,,26.068166,88.5113889,1000.0,,
5704,N5,1005704,bridge,,26.0760827,88.5136389,939.9999999999977,A,2.2
5705,N5,1005705,link,,26.0768882,88.5138056,60.000000000002274,,
5706,N5,1005706,bridge,,26.0775271,88.5140278,93.00000000001774,A,2.35
5707,N5,1005707,link,,26.0775549,88.5139722,16.999999999995907,,
5708,N5,1005708,link,,26.0852774,88.5170827,889.9999999999864,,
5709,N5,1005709,link,,26.0933608,88.521416,1019.9999999999818,,
5710,N5,1005710,bridge,,26.0977774,88.5237771,550.0000000000114,A,3.45
5711,N5,1005711,bridge,,26.0991108,88.5244716,175.00000000001137,A,3.45
5712,N5,1005712,link,,26.1015556,88.5258049,274.99999999997726,,
5713,N5,1005713,bridge,,26.1053333,88.5278049,483.0000000000041,A,3.38
5714,N5,1005714,link,,26.1097778,88.5295827,526.9999999999868,,
5715,N5,1005715,link,,26.1110278,88.5299716,146.000000000015,,
5716,N5,1005716,link,,26.1116389,88.5301382,67.99999999998363,,
5717,N5,1005717,link,,26.1118889,88.5302216,30.00000000002956,,
5718,N5,1005718,link,,26.1186938,88.5322771,755.9999999999718,,
5719,N5,1005719,bridge,,26.122166,88.5332771,425.00000000001137,A,3.95
5720,N5,1005720,bridge,,26.125916,88.5345552,441.0000000000309,B,2.68
5721,N5,1005721,link,,26.1265827,88.5347497,63.99999999996453,,
5722,N5,1005722,link,,26.1282216,88.5351108,170.00000000001592,,
5723,N5,1005723,bridge,,26.1297771,88.5355552,199.99999999998863,A,4.5
5724,N5,1005724,link,,26.1369719,88.5369997,800.0000000000114,,
5725,N5,1005725,bridge,,26.1441663,88.5371663,819.9999999999932,A,3.35
5726,N5,1005726,link,,26.1449997,88.5373608,120.00000000000455,,
5727,N5,1005727,link,,26.1540556,88.5393052,1000.0,,
5728,N5,1005728,bridge,,26.1542222,88.539333,41.99999999997317,A,3.38
5729,N5,1005729,link,,26.1545833,88.5394163,40.000000000020464,,
5730,N5,1005730,bridge,,26.1554444,88.5396386,100.00000000002274,A,3.38
5731,N5,1005731,link,,26.1627222,88.5411941,847.9999999999563,,
5732,N5,1005732,bridge,,26.1672216,88.5424997,511.0000000000241,A,4.45
5733,N5,1005733,bridge,,26.1673327,88.5425274,19.000000000005457,A,4.45
5734,N5,1005734,link,,26.1676104,88.5431941,33.999999999991815,,
5735,N5,1005735,link,,26.1713327,88.5438886,435.9999999999786,,
5736,N5,1005736,link,,26.1713049,88.5439163,10.000000000047748,,
5737,N5,1005737,link,,26.1766104,88.5456941,609.9999999999568,,
5738,N5,1005738,link,,26.179666,88.5466663,353.00000000000864,,
5739,N5,1005739,link,,26.1800549,88.546833,47.000000000025466,,
5740,N5,1005740,bridge,,26.1881663,88.5495552,949.9999999999886,A,39.15
5741,N5,1005741,link,,26.1886941,88.5497497,50.00000000001137,,
5742,N5,1005742,bridge,,26.1961663,88.5522222,880.9999999999718,A,5.8
5743,N5,1005743,link,,26.1972219,88.5529444,119.0000000000282,,
5744,N5,1005744,bridge,,26.1973886,88.5534444,64.99999999999773,A,2.35
5745,N5,1005745,link,,26.1974719,88.5536389,29.999999999972715,,
5746,N5,1005746,intersection,,26.2054167,88.5545,30.00000000002956,,
5747,N5,1005747,link,,26.2051667,88.5544722,875.0,,
5748,N5,1005748,bridge,,26.2055278,88.5544722,60.000000000002274,A,2.35
5749,N5,1005749,bridge,,26.2086389,88.5545,370.00000000000455,A,2.35
5750,N5,1005750,link,,26.2141111,88.5551111,599.9999999999659,,
5751,N5,1005751,bridge,,26.2204716,88.55575,735.99999999999,A,3.95
5752,N5,1005752,link,,26.2232493,88.5560556,264.00000000001,,
5753,N5,1005753,bridge,,26.2297216,88.5573056,770.0000000000387,A,31.52
5754,N5,1005754,link,,26.2317771,88.5571944,229.99999999996135,,
5755,N5,1005755,bridge,,26.2366386,88.5577222,540.0000000000205,A,3.4
5756,N5,1005756,bridge,,26.2402219,88.5585278,437.0000000000118,A,2.83
5757,N5,1005757,link,,26.2406941,88.5586944,22.999999999967713,,
5758,N5,1005758,link,,26.2496663,88.5590556,1030.0000000000296,,
5759,N5,1005759,link,,26.2586667,88.5574167,1000.0,,
5760,N5,1005760,link,,26.2674993,88.5571667,1000.0,,
5761,N5,1005761,link,,26.2678049,88.5572222,45.99999999999227,,
5762,N5,1005762,link,,26.2763604,88.5589722,954.0000000000077,,
5763,N5,1005763,link,,26.2788327,88.5595556,307.9999999999927,,
5764,N5,1005764,link,,26.2789438,88.5596111,16.999999999995907,,
5765,N5,1005765,link,,26.2852219,88.5594167,694.9999999999932,,
5766,N5,1005766,link,,26.288333,88.5591111,346.99999999998,,
5767,N5,1005767,link,,26.2942219,88.55825,653.00000000002,,
5768,N5,1005768,bridge,,26.2941386,88.55825,9.999999999990905,A,4.87
5769,N5,1005769,bridge,,26.3013611,88.5575,790.0000000000205,A,4.87
5770,N5,1005770,link,,26.3031111,88.5570278,219.99999999997044,,
5771,N5,1005771,link,,26.3119167,88.5545278,1000.0,,
5772,N5,1005772,bridge,,26.3193604,88.5536111,860.0000000000136,A,3.5
5773,N5,1005773,link,,26.3208327,88.5535833,150.0000000000341,,
5774,N5,1005774,bridge,,26.3210827,88.5535278,32.99999999995862,A,1.85
5775,N5,1005775,intersection,,26.321416,88.5535833,37.00000000003456,,
5776,N5,1005776,bridge,,26.3265549,88.5499163,791.9999999999732,A,1.85
5777,N5,1005777,intersection,,26.3268327,88.5494719,67.99999999998363,,
5778,N5,1005778,link,,26.326916,88.5493052,5.000000000052296,,
5779,N5,1005779,link,,26.3268327,88.55,64.99999999999773,,
5780,N5,1005780,link,,26.3298049,88.5526389,382.99999999998136,,
5781,N5,1005781,link,,26.3313604,88.5545833,264.99999999998636,,
5782,N5,1005782,link,,26.3316382,88.5548611,42.00000000003001,,
5783,N5,1005783,link,,26.3341386,88.55475,310.0000000000023,,
5784,N5,1005784,link,,26.3409441,88.5562222,819.9999999999932,,
5785,N5,1005785,bridge,,26.3419441,88.5565278,109.9999999999568,A,3.5
5786,N5,1005786,bridge,,26.3453608,88.5574444,401.00000000001046,A,3.5
5787,N5,1005787,link,,26.3496108,88.5587778,489.00000000003274,,
5788,N5,1005788,link,,26.3583889,88.5609444,1000.0,,
5789,N5,1005789,link,,26.3673327,88.5628611,1000.0,,
5790,N5,1005790,bridge,,26.3748049,88.5632222,823.9999999999554,A,1.95
5791,N5,1005791,link,,26.3762493,88.5631667,176.00000000004457,,
5792,N5,1005792,link,,26.3793327,88.5629722,365.99999999998545,,
5793,N5,1005793,link,,26.3853052,88.5629167,653.9999999999964,,
5794,N5,1005794,link,,26.3864441,88.563,115.99999999998545,,
5795,N5,1005795,link,,26.3941108,88.5620556,894.0000000000055,,
5796,N5,1005796,link,,26.4030278,88.5599722,1000.0,,
5797,N5,1005797,link,,26.4124444,88.5589167,1110.0000000000136,,
5798,N5,1005798,bridge,,26.4135833,88.5594444,137.9999999999768,A,3.5
5799,N5,1005799,link,,26.4200549,88.5623889,771.9999999999914,,
5800,N5,1005800,link,,26.4249438,88.5647778,608.0000000000041,,
5801,N5,1005801,link,,26.4286938,88.5650833,402.00000000004366,,
5802,N5,1005802,bridge,,26.4288049,88.5650833,34.99999999996817,A,3.45
5803,N5,1005803,link,,26.4376108,88.5655278,965.0000000000318,,
5804,N5,1005804,bridge,,26.4384719,88.5654444,105.99999999999454,A,3.53
5805,N5,1005805,bridge,,26.4447774,88.5656389,688.9999999999645,A,3.53
5806,N5,1005806,link,,26.4466108,88.56575,215.00000000003183,,
5807,N5,1005807,link,,26.4526111,88.5612222,1009.9999999999909,,
5808,N5,1005808,bridge,,26.4526944,88.5603611,84.00000000000318,A,6.85
5809,N5,1005809,link,,26.4527778,88.5598611,50.00000000001137,,
5810,N5,1005810,link,,26.4584167,88.5555833,865.9999999999854,,
5811,N5,1005811,link,,26.4641389,88.5477774,1000.0,,
5812,N5,1005812,link,,26.4692771,88.5406386,932.0000000000164,,
5813,N5,1005813,link,,26.4695271,88.5402497,37.99999999995407,,
5814,N5,1005814,bridge,,26.4749438,88.532666,968.0000000000177,A,48.56
5815,N5,1005815,link,,26.4754716,88.5319438,91.99999999998454,,
5816,N5,1005816,link,,26.4804716,88.5241938,960.0000000000364,,
5817,N5,1005817,link,,26.4803882,88.5241382,9.999999999990905,,
5818,N5,1005818,link,,26.4803327,88.5238604,29.999999999972715,,
5819,N5,1005819,link,,26.4798049,88.519416,447.00000000000273,,
5820,N5,1005820,link,,26.4792771,88.5155556,391.00000000001955,,
5821,N5,1005821,link,,26.4790271,88.5141667,141.9999999999959,,
5822,N5,1005822,bridge,,26.4773604,88.5071389,709.9999999999795,A,6.8
5823,N5,1005823,link,,26.4766938,88.5044722,290.00000000002046,,
5824,N5,1005824,bridge,,26.4765271,88.5035833,55.999999999983174,A,3.5
5825,N5,1005825,bridge,,26.4762216,88.5026389,140.0000000000432,A,3.5
5826,N5,1005826,bridge,,26.4736382,88.4964719,673.9999999999782,A,3.5
5827,N5,1005827,link,,26.4728604,88.4956386,129.99999999999545,,
5828,N5,1005828,intersection,,26.4702771,88.491333,537.0000000000346,,
5829,N5,1005829,link,,26.4682493,88.4888886,314.9999999999977,,
5830,N5,1005830,bridge,,26.4683604,88.4864163,298.0000000000018,A,3.5
5831,N5,1005831,link,,26.4693604,88.485583,137.9999999999768,,
5832,N5,1005832,link,,26.4706382,88.4786382,714.999999999975,,
5833,N5,1005833,bridge,,26.470916,88.4728327,598.0000000000132,A,3.47
5834,N5,1005834,link,,26.4711938,88.4684438,422.00000000002547,,
5835,N5,1005835,bridge,,26.4718327,88.4594167,918.0000000000064,A,3.44
5836,N5,1005836,link,,26.4718882,88.4591111,37.99999999995407,,
5837,N5,1005837,link,,26.4719716,88.4585278,44.00000000003956,,
5838,N5,1005838,bridge,,26.4750827,88.4498052,942.0000000000073,A,134.37
5839,N5,1005839,link,,26.4752771,88.4494441,57.999999999992724,,
5840,N5,1005840,bridge,,26.4763882,88.4433886,637.9999999999768,A,3.5
5841,N5,1005841,link,,26.4763604,88.4397774,362.0000000000232,,
5842,N5,1005842,bridge,,26.4787771,88.435583,517.9999999999723,A,31.33
5843,N5,1005843,link,,26.4791938,88.4351386,120.00000000000455,,
5844,N5,1005844,link,,26.4808049,88.4310271,382.000000000005,,
5845,N5,1005845,link,,26.4832771,88.421916,980.0000000000182,,
5846,N5,1005846,bridge,,26.4837497,88.4187493,319.9999999999932,A,1.7
5847,N5,1005847,link,,26.4851386,88.4120278,680.0000000000068,,
5848,N5,1005848,bridge,,26.4864163,88.4086389,372.99999999999045,A,65.26
5849,N5,1005849,link,,26.4873886,88.4024167,627.0000000000095,,
5850,N5,1005850,link,,26.4876108,88.4015278,99.9999999999659,,
5851,N5,1005851,link,,26.4884997,88.3924997,900.0000000000341,,
5852,N5,1005852,bridge,,26.488583,88.3916386,79.00000000000773,A,3.0
5853,N5,1005853,link,,26.4885552,88.3825271,900.9999999999536,,
5854,N5,1005854,bridge,,26.488833,88.3786104,418.00000000000637,C,4.45
5855,N5,1005855,intersection,,26.4888886,88.3772493,210.00000000003638,,
5856,N5,1005856,bridge,,26.489333,88.3743882,289.9999999999636,A,3.53
5857,N5,1005857,bridge,,26.4906108,88.3694716,513.0000000000337,A,3.53
5858,N5,1005858,bridge,,26.4907497,88.368916,56.99999999995953,A,3.53
5859,N5,1005859,link,,26.4909997,88.3678604,116.00000000004229,,
5860,N5,1005860,link,,26.493083,88.3637222,493.99999999997135,,
5861,N5,1005861,bridge,,26.4936386,88.3634722,69.99999999999318,A,6.7
5862,N5,1005862,bridge,,26.4951941,88.3628611,180.00000000000682,A,6.7
5863,N5,1005863,bridge,,26.4984719,88.3615556,389.99999999998636,A,6.7
5864,N5,1005864,bridge,,26.5010833,88.3605833,290.00000000002046,A,6.7
5865,N5,1005865,link,,26.5011667,88.3605,19.99999999998181,,
5866,N5,1005866,link,,26.5015833,88.3603333,60.000000000002274,,
5867,N5,1005867,bridge,,26.5056389,88.35875,490.0000000000091,A,4.62
5868,N5,1005868,bridge,,26.5094444,88.3572778,439.9999999999977,A,4.62
5869,N5,1005869,bridge,,26.5096111,88.3571944,19.99999999998181,A,4.62
5870,N5,1005870,link,,26.5100833,88.357,60.000000000002274,,
5871,N5,1005871,bridge,,26.513,88.3558889,350.00000000002274,A,3.4
5872,N5,1005872,bridge,,26.5131111,88.3558056,9.999999999990905,A,3.4
5873,N5,1005873,intersection,,26.6332216,88.4148333,310.0000000000023,,
5874,N5,1005874,link,,26.5184438,88.3568333,400.0000000000341,,
5875,N5,1005875,bridge,,26.5254993,88.3608889,889.9999999999864,A,25.0
5876,N5,1005876,link,,26.5263604,88.3614167,120.00000000000455,,
5877,N5,1005877,bridge,,26.5328049,88.3642778,774.9999999999773,A,25.0
5878,N5,1005878,link,,26.5332216,88.3644167,47.000000000025466,,
5879,N5,1005879,link,,26.53467391680815,88.36271258421053,177.99999999999727,,
5880,N5,1005880,link,,26.54280915840408,88.36874484210526,1000.0,,
5881,N5,1005881,link,,26.5509444,88.3747771,1000.0,,
5882,N5,1005882,link,,26.5588056,88.3790549,1000.0,,
5883,N5,1005883,link,,26.5641944,88.3819438,677.9999999999973,,
5884,N5,1005884,link,,26.5669716,88.3834163,322.00000000000273,,
5885,N5,1005885,bridge,,26.5681382,88.384083,144.00000000000546,A,3.67
5886,N5,1005886,link,,26.5684993,88.3842774,43.99999999998272,,
5887,N5,1005887,link,,26.5750827,88.3878608,812.0000000000118,,
5888,N5,1005888,bridge,,26.582666,88.3920552,500.0,A,42.95
5889,N5,1005889,link,,26.5832216,88.3922774,500.0,,
5890,N5,1005890,link,,26.5896108,88.3957497,788.9999999999873,,
5891,N5,1005891,link,,26.591333,88.3966941,211.00000000001273,,
5892,N5,1005892,link,,26.5994719,88.401,1000.0,,
5893,N5,1005893,link,,26.6001667,88.4013889,62.99999999998818,,
5894,N5,1005894,link,,26.6076667,88.4054722,937.0000000000118,,
5895,N5,1005895,bridge,,26.6146111,88.4090556,848.9999999999327,A,3.65
5896,N5,1005896,link,,26.6159444,88.4094167,151.0000000000673,,
5897,N5,1005897,link,,26.62465621818182,88.41211028585859,1000.0,,
5898,N5,1005898,link,,26.6331938,88.41475,980.0000000000182,,
5899,N5,1005873,intersection,,26.6332216,88.4148333,19.99999999998181,,
5900,N501,1004689,intersection,,23.7985552,90.3434163,,,
5901,N501,1005901,link,,23.8061389,90.3425274,952.0,,
5902,N501,1005902,link,,23.8143889,90.3406663,999.0000000000001,,
5903,N501,1005903,link,,23.8230549,90.3420552,1000.0,,
5904,N501,1005904,bridge,,23.8289716,90.3431941,963.0000000000001,A,16.35
5905,N501,1005905,link,,23.829666,90.3426108,36.99999999999992,,
5906,N501,1005906,bridge,,23.837083,90.340083,925.0000000000002,A,16.35
5907,N501,1005907,link,,23.8378608,90.3401941,74.99999999999929,,
5908,N501,1005908,link,,23.8453886,90.3410274,1000.0,,
5909,N501,1005909,intersection,,23.8508611,90.3410552,660.0000000000001,,
5910,N501,1005910,link,,23.8534722,90.3428608,339.9999999999999,,
5911,N501,1005911,link,,23.8605833,90.3488052,1000.0,,
5912,N501,1005912,link,,23.8687493,90.3529722,1000.0000000000009,,
5913,N501,1005913,link,,23.8605556,90.3543611,1000.0,,
5914,N501,1005914,link,,23.8837774,90.3605556,1000.0,,
5915,N501,1004013,intersection,,23.8922497,90.3618056,990.9999999999997,,
